model,scenario_idx,n_turns,agreement_type,score_a,score_b,joint_score,parse_failure,implicit_agreement,inconsistent_allocation,zero_value_hoarding,prompt_leakage,repetitive_loop,max_turns_hit,single_word_turns,parenthetical_aside,no_proposal,ultimatum,agent_parroting,meta_commentary,value_revelation,exceeds_available,tier1_count,tier2_count,tier3_count,any_quality_issue,measurement_suspect
Qwen3-8B,56,1,leave,8,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,57,2,leave,2,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,58,1,leave,10,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,59,16,implicit,8,7,15,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen3-8B,5,1,leave,9,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,60,1,leave,6,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Qwen3-8B,61,1,leave,10,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,62,7,leave,7,7,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Qwen3-8B,63,1,leave,7,7,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Qwen3-8B,64,16,leave,2,10,12,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Qwen3-8B,65,10,leave,4,10,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Qwen3-8B,66,16,implicit,8,10,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen3-8B,67,1,leave,10,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,68,1,leave,10,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,69,1,leave,9,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,6,1,leave,7,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,70,1,leave,3,6,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Qwen3-8B,71,1,leave,9,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,72,1,leave,10,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,73,1,leave,10,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,74,1,leave,10,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,75,1,leave,10,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,76,1,leave,6,2,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Qwen3-8B,77,1,leave,10,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,78,1,leave,10,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,79,1,leave,8,2,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Qwen3-8B,7,1,leave,7,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,80,14,leave,0,6,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
Qwen3-8B,81,16,implicit,1,10,11,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
Qwen3-8B,82,2,leave,8,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,83,6,leave,10,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,84,2,leave,4,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,85,1,leave,8,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,86,1,leave,7,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,87,1,leave,7,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,88,16,implicit,0,8,8,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
Qwen3-8B,89,16,implicit,1,10,11,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
Qwen3-8B,8,6,leave,4,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,90,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Qwen3-8B,91,1,leave,9,6,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Qwen3-8B,92,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,0
Qwen3-8B,93,1,leave,10,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,94,1,leave,9,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,95,1,leave,8,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,96,1,leave,7,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen3-8B,97,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Qwen3-8B,98,1,leave,9,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Qwen3-8B,99,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,0
Qwen3-8B,9,1,leave,10,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen_Qwen3-14B,0,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Qwen_Qwen3-14B,10,16,implicit,7,8,15,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
Qwen_Qwen3-14B,11,16,implicit,8,9,17,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,12,16,implicit,6,6,12,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,13,16,implicit,2,9,11,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,14,16,implicit,6,10,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,15,1,leave,10,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen_Qwen3-14B,16,16,implicit,5,8,13,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,17,16,implicit,8,5,13,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,18,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Qwen_Qwen3-14B,19,16,implicit,4,10,14,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,1,16,implicit,8,8,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,20,1,leave,10,1,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Qwen_Qwen3-14B,21,16,implicit,7,8,15,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
Qwen_Qwen3-14B,22,1,leave,10,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen_Qwen3-14B,23,16,implicit,6,9,15,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
Qwen_Qwen3-14B,24,16,implicit,5,10,15,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,25,16,implicit,10,5,15,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,26,2,leave,8,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen_Qwen3-14B,27,16,implicit,5,6,11,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,28,16,implicit,8,6,14,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
Qwen_Qwen3-14B,29,16,implicit,6,10,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,2,16,implicit,7,10,17,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
Qwen_Qwen3-14B,30,16,implicit,3,7,10,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,31,16,implicit,10,8,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,32,2,leave,8,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen_Qwen3-14B,33,16,implicit,10,8,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,34,1,leave,10,2,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Qwen_Qwen3-14B,35,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,0
Qwen_Qwen3-14B,36,16,implicit,9,7,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,37,16,implicit,6,10,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,38,16,implicit,10,8,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,39,16,implicit,8,10,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,3,16,implicit,10,9,19,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,40,16,implicit,4,8,12,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,41,16,implicit,5,8,13,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,42,16,implicit,4,10,14,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,43,16,implicit,10,8,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,44,16,implicit,8,10,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,45,16,implicit,7,5,12,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
Qwen_Qwen3-14B,46,16,implicit,5,9,14,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,47,16,implicit,9,9,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,48,16,implicit,8,10,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,49,16,implicit,7,5,12,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,4,16,implicit,7,9,16,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
Qwen_Qwen3-14B,50,7,leave,5,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen_Qwen3-14B,51,16,implicit,10,6,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,52,16,implicit,8,6,14,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,53,16,implicit,6,10,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,54,16,implicit,4,8,12,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,3,0,1,1
Qwen_Qwen3-14B,55,1,leave,7,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen_Qwen3-14B,56,16,implicit,8,6,14,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,57,16,implicit,2,9,11,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,2,3,0,1,1
Qwen_Qwen3-14B,58,1,leave,10,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen_Qwen3-14B,59,1,leave,6,4,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Qwen_Qwen3-14B,5,16,implicit,9,9,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,60,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,0
Qwen_Qwen3-14B,61,16,implicit,7,8,15,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,62,16,implicit,3,7,10,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,63,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Qwen_Qwen3-14B,64,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Qwen_Qwen3-14B,65,16,implicit,10,8,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,66,5,leave,8,4,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Qwen_Qwen3-14B,67,16,implicit,6,10,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,68,16,implicit,8,8,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,69,16,implicit,5,8,13,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,3,0,1,1
Qwen_Qwen3-14B,6,16,implicit,5,7,12,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,70,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Qwen_Qwen3-14B,71,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Qwen_Qwen3-14B,72,16,implicit,6,10,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,73,16,implicit,10,6,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,74,2,leave,4,9,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Qwen_Qwen3-14B,75,16,implicit,3,10,13,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,76,16,implicit,4,10,14,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,77,16,implicit,10,4,14,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,78,16,implicit,2,10,12,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,79,16,implicit,7,6,13,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,7,16,implicit,7,5,12,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,80,16,implicit,10,6,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,81,16,implicit,4,10,14,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,2,3,0,1,1
Qwen_Qwen3-14B,82,16,implicit,5,5,10,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
Qwen_Qwen3-14B,83,16,implicit,10,6,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,84,16,implicit,4,10,14,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,85,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Qwen_Qwen3-14B,86,16,implicit,5,7,12,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,87,1,leave,7,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen_Qwen3-14B,88,16,implicit,10,5,15,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,89,16,implicit,5,10,15,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,3,0,1,1
Qwen_Qwen3-14B,8,1,leave,8,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen_Qwen3-14B,90,16,implicit,6,10,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,91,16,implicit,10,6,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,92,16,implicit,7,2,9,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
Qwen_Qwen3-14B,93,16,implicit,9,4,13,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,94,16,implicit,8,8,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,95,16,implicit,8,8,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,96,16,implicit,6,7,13,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Qwen_Qwen3-14B,97,1,leave,6,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwen_Qwen3-14B,98,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Qwen_Qwen3-14B,99,16,implicit,4,6,10,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,2,3,0,1,1
Qwen_Qwen3-14B,9,1,leave,10,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai_OLMo-3-7B-Instruct,0,2,leave,6,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai_OLMo-3-7B-Instruct,10,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
allenai_OLMo-3-7B-Instruct,11,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
allenai_OLMo-3-7B-Instruct,12,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,0
allenai_OLMo-3-7B-Instruct,13,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
allenai_OLMo-3-7B-Instruct,14,2,leave,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai_OLMo-3-7B-Instruct,15,16,implicit,8,8,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
allenai_OLMo-3-7B-Instruct,16,16,implicit,8,6,14,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
allenai_OLMo-3-7B-Instruct,17,16,implicit,6,7,13,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
allenai_OLMo-3-7B-Instruct,18,2,leave,9,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai_OLMo-3-7B-Instruct,19,16,implicit,6,1,7,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
allenai_OLMo-3-7B-Instruct,1,16,implicit,7,10,17,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
allenai_OLMo-3-7B-Instruct,20,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
allenai_OLMo-3-7B-Instruct,21,2,leave,8,8,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
allenai_OLMo-3-7B-Instruct,22,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
allenai_OLMo-3-7B-Instruct,23,16,implicit,1,10,11,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
allenai_OLMo-3-7B-Instruct,24,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
allenai_OLMo-3-7B-Instruct,25,16,implicit,10,5,15,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
allenai_OLMo-3-7B-Instruct,26,16,implicit,6,5,11,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
allenai_OLMo-3-7B-Instruct,27,16,implicit,5,4,9,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
allenai_OLMo-3-7B-Instruct,28,16,implicit,10,6,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
allenai_OLMo-3-7B-Instruct,29,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
allenai_OLMo-3-7B-Instruct,2,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,0
allenai_OLMo-3-7B-Instruct,30,16,implicit,7,3,10,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
allenai_OLMo-3-7B-Instruct,31,2,leave,10,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai_OLMo-3-7B-Instruct,32,16,implicit,8,10,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
allenai_OLMo-3-7B-Instruct,33,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
allenai_OLMo-3-7B-Instruct,34,16,implicit,2,7,9,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
allenai_OLMo-3-7B-Instruct,35,16,implicit,5,2,7,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
allenai_OLMo-3-7B-Instruct,36,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
allenai_OLMo-3-7B-Instruct,37,16,implicit,6,10,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
allenai_OLMo-3-7B-Instruct,38,2,leave,7,7,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
allenai_OLMo-3-7B-Instruct,39,16,implicit,8,10,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
allenai_OLMo-3-7B-Instruct,3,16,implicit,10,9,19,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
allenai_OLMo-3-7B-Instruct,40,16,implicit,6,6,12,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
allenai_OLMo-3-7B-Instruct,41,2,leave,6,4,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
allenai_OLMo-3-7B-Instruct,42,10,leave,6,2,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
allenai_OLMo-3-7B-Instruct,43,16,implicit,10,8,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
allenai_OLMo-3-7B-Instruct,44,2,leave,6,10,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
allenai_OLMo-3-7B-Instruct,45,2,leave,5,5,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
allenai_OLMo-3-7B-Instruct,46,16,implicit,5,9,14,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
allenai_OLMo-3-7B-Instruct,47,16,implicit,9,9,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
allenai_OLMo-3-7B-Instruct,48,16,implicit,1,9,10,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
allenai_OLMo-3-7B-Instruct,49,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
allenai_OLMo-3-7B-Instruct,4,16,implicit,9,9,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
allenai_OLMo-3-7B-Instruct,50,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
allenai_OLMo-3-7B-Instruct,51,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
allenai_OLMo-3-7B-Instruct,52,16,implicit,8,2,10,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
allenai_OLMo-3-7B-Instruct,53,16,implicit,6,10,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
allenai_OLMo-3-7B-Instruct,54,16,implicit,2,9,11,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
allenai_OLMo-3-7B-Instruct,55,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
allenai_OLMo-3-7B-Instruct,56,16,implicit,4,4,8,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
