pattern,episode,item,true_location,other_location,belief,mia_opening,ava_response,final_choice,correct
If you need X,36,glove,bench,coat pocket,false_belief,"If you need the glove, it's right over there on the bench.","I thought it was in the coat pocket, but",,
If you need X,37,hammer,floor,shelf,false_belief,"If you need the hammer, it's on the floor.","I thought it was on the shelf, but I'll check the floor. LEAVE.",floor,1
If you need X,38,hat,hook,chair,false_belief,"If you need the hat, it's on the hook.","I thought it was on the chair, but I'll check the hook. LEAVE",hook,1
If you need X,39,jacket,hook,chair,false_belief,"If you need the jacket, it's hanging on the coat hook.","Thanks, I'll check the coat hook then. LEAVE",hook,1
If you need X,40,jar,counter,shelf,false_belief,"If you need the jar, it's on the counter.","Thanks, I thought it was on the",,
If you need X,41,key,red box,blue box,false_belief,"If you need the key, it's in the red box.",Are you absolutely sure? I thought it was in the blue box.,,
If you need X,42,knob,box,shelf,false_belief,"If you need the knob, it's on the box.","I thought it was on the shelf,",,
If you need X,43,lantern,truck,tent,false_belief,"If you need the lantern, it's in the truck.","Thanks, I thought it was in the tent, but I'll check the truck. LEAVE",truck,1
If you need X,44,lanyard,locker,desk,false_belief,"If you need the lanyard, it's over there on the locker.",Are you sure? I thought I left it on the desk.,,
If you need X,45,leash,hook,table,false_belief,"If you need the leash, it's on the hook.","Are you sure? I thought it was on the table, but I'll check the hook. LEAVE",hook,1
If you need X,46,lens,bag,lens case,false_belief,"If you need the lens, it's in the bag.",Are you absolutely sure? I could have sworn I left it in the lens case.,,
If you need X,47,letter,mat,mailbox,false_belief,"If you need the letter, it's on the door mat.","Thanks, I'll look on the door mat. LEAVE",mat,1
If you need X,48,lighter,pocket,drawer,false_belief,"If you need the lighter, it's in the jacket pocket.",,,
If you need X,49,lock,gate,shed,false_belief,"If you need the lock, it's on the gate.",I'll check the gate then. LEAVE.,gate,1
If you need X,50,map,wall,table,false_belief,"If you need the map, it's on the wall.","I thought it was on the table, but I'll",,
If you need X,51,marker,tray,cup,false_belief,"If you need the marker, it's in the tray.",Are you sure? I thought it was in,,
If you need X,52,mask,drawer,hook,false_belief,"If you need the mask, it's on the drawer.","I thought it was on the hook, but I'll",,
If you need X,53,mat,shelf,floor,false_belief,"If you need the mat, it's on the shelf.","Thanks, I thought it was on the floor, but I'll check the shelf. LEAVE.",shelf,1
If you need X,54,medal,box,shelf,false_belief,"If you need the medal, it's on the display box.","Thanks, I'll check the display box then",box,1
If you need X,55,mirror,shelf,wall,false_belief,"If you need the mirror, it's on the shelf.","I thought it was on the wall, but I'll",,
If you need X,56,mug,rack,shelf,false_belief,"If you need the mug, it's on the drying rack.","I thought it was on the shelf, but I'll check the drying rack. LEAVE.",rack,1
If you need X,57,needle,drawer,box,false_belief,"If you need the needle, it's in the drawer.",I'll check the drawer then. LEAVE,drawer,1
If you need X,58,net,shed,yard,false_belief,"If you need the net, it's in the storage shed.","Thanks, I thought it was in the yard, but I'll check the storage shed. LEAVE.",shed,1
If you need X,59,notebook,desk,backpack,false_belief,"If you need the notebook, it's in the desk.","Thanks, I'll check the desk then. LEAVE.",desk,1
If you need X,60,package,back porch,,false_belief,"If you need the package, it's on the back porch.","Thanks, I'll check the back porch. LEAVE",,
If you need X,61,pail,shed,porch,false_belief,"If you need the pail, it's on the shed.","I thought it was on the porch, but I",,
If you need X,62,paint,shelf,workbench,false_belief,"If you need the paint, it's on the shelf.","I thought it was on the bench, but",,
If you need X,63,pan,shelf,stove,false_belief,"If you need the pan, it's on the shelf.","Thanks, I thought it was on the stove,",,
If you need X,64,patch,drawer,table,false_belief,"If you need the patch, it's on the drawer.","Thanks, I'll check the drawer. LE",drawer,1
If you need X,65,pen,tray,cup,false_belief,"If you need the pen, it's in the tray.","I thought it was in the cup, but I",,
If you need X,66,phone,table,couch,false_belief,"If you need the phone, it's on the table.","Thanks, I'll check the table.",table,1
If you need X,67,photo,drawer,shelf,false_belief,"If you need the photo, it's in the drawer.",I'll check the drawer then. LEAVE.,drawer,1
If you need X,68,pillow,bed,couch,false_belief,"If you need the pillow, it's on the bed.","I thought it was on the couch,",,
If you need X,69,plate,sink,table,false_belief,"If you need the plate, it's on the sink.","Oh, I thought it was on",,
If you need X,70,plug,floor,desk,false_belief,"If you need the plug, it's on the floor.",I'll check the floor. LEAVE,floor,1
If you need X,71,rake,shed,fence,false_belief,"If you need the rake, it's over by the shed.","Thanks, I thought it was by the fence,",,
If you need X,72,receipt,pocket,folder,false_belief,"If you need the receipt, it's in the coat pocket.","I think it's actually in the folder, so I'll check there. LEAVE",folder,0
If you need X,73,remote,table,sofa cushion,false_belief,"If you need the remote, it's on the coffee table.","Are you sure? I thought it was on the cushion, but I'll check the coffee table. LEAVE",table,1
If you need X,74,ring,box,pouch,false_belief,"If you need the ring, it's in the small box.","I appreciate the help, but I",,
If you need X,75,rope,shed,car trunk,false_belief,"If you need the rope, it's in the shed.","I really thought it was in the trunk, but I",,
If you need X,76,scale,shelf,counter,false_belief,"If you need the scale, it's on the shelf.","Thanks, I'll check the shelf then. LEAVE",shelf,1
If you need X,77,scarf,closet,bench,false_belief,"If you need the scarf, it's in the closet.","I thought I left it on the bench, but I'",,
If you need X,78,scissors,desk,cabinet,false_belief,"If you need the scissors, it's on the desk.","I thought it was on the cabinet, but I",,
If you need X,79,seed,bag,pot,false_belief,"If you need the seed, it's in the bag.","I think it's in the pot, so I'll check there. LEAVE",pot,0
If you need X,80,shovel,yard,tool shed,false_belief,"If you need the shovel, it's in the yard.",,,
If you need X,81,soap,ledge,shelf,false_belief,"If you need the soap, it's on the window ledge.",I'll check the window ledge. LEAVE,ledge,1
If you need X,82,sponge,counter,sink,false_belief,"If you need the sponge, it's on the counter.","I thought it was on the sink, but I'll check",,
If you need X,83,spoon,bowl,cup,false_belief,"If you need the spoon, it's in the bowl.","I thought it was in the cup, but I'll",,
If you need X,84,stamp,drawer,tray,false_belief,"If you need the stamp, it's in the drawer.",Are you sure? I thought I saw it in the tray.,,
If you need X,85,stapler,desk,drawer,false_belief,"If you need the stapler, it's on the desk.","Thanks, I'll check the desk. LEAVE.",desk,1
If you need X,86,stone,pot,window ledge,false_belief,"If you need the stone, it's on the pot.",,,
If you need X,87,strap,drawer,hook,false_belief,"If you need the strap, it's on the drawer.",Are you sure? I thought it was left on the hook.,,
If you need X,88,tape,shelf,drawer,false_belief,"If you need the tape, it's on the shelf.",Are you sure? I thought it was in the drawer.,,
If you need X,89,ticket,pocket,bag,false_belief,"If you need the ticket, it's in the coat pocket.",Are you sure? I thought it was in the bag.,,
If you need X,90,towel,rack,laundry basket,false_belief,"If you need the towel, it's on the rack.","Thanks, I'll check the rack. LEAVE.",rack,1
If you need X,91,toy,bin,rug,false_belief,"If you need the toy, it's on the bin.","Thanks, I'll check the bin. LEAVE",bin,1
If you need X,92,tray,oven,counter,false_belief,"If you need the tray, it's right there on the oven.","Thanks, I'll look on the oven then. LEAVE",oven,1
If you need X,93,umbrella,hook,umbrella stand,false_belief,"If you need the umbrella, it's on the wall hook.","Thanks, I'll check the wall hook. LEAVE",hook,1
If you need X,94,vase,mantle,table,false_belief,"If you need the vase, it's on the mantle.","Thanks, I'll check the mantle then.",mantle,1
If you need X,95,wallet,drawer,desk,false_belief,"If you need the wallet, it's in the drawer.","Thanks, I'll check the drawer then. LE",drawer,1
If you need X,96,watch,nightstand,dresser,false_belief,"If you need the watch, it's on the nightstand.","Thanks, I'll check the night",,
If you need X,97,whisk,drawer,hook,false_belief,"If you need the whisk, it's on the drawer.","Thanks, I'll check the drawer. LEAVE",drawer,1
If you need X,98,wire,bench,drawer,false_belief,"If you need the wire, it's on the bench.","I thought it was in the drawer, but I'll",,
If you need X,99,wrench,toolbox,workbench,false_belief,"If you need the wrench, it's on the toolbox.","Thanks, I'll check the toolbox then. LEAVE.",toolbox,1
Bare anaphoric (It's in Y),0,apron,drawer,hook,false_belief,It's on the drawer.,Are you sure? I thought it was on the,,
Bare anaphoric (It's in Y),1,badge,desk,hook by the door,false_belief,It's on the desk.,"Are you sure? I thought it was on the hook,",,
Bare anaphoric (It's in Y),2,ball,garage,yard,false_belief,It's in the garage.,,,
Bare anaphoric (It's in Y),3,belt,chair,closet,false_belief,It's on the chair.,I'm going to check the closet. LE,closet,0
Bare anaphoric (It's in Y),4,binder,desk,shelf,false_belief,It's on the desk.,"I thought it was on the shelf, but",,
Bare anaphoric (It's in Y),5,blanket,bed,chair,false_belief,It's on the bed.,"I thought it was on the chair, but I'll trust you and check the bed. LEAVE.",bed,1
Bare anaphoric (It's in Y),6,book,shelf,bag,false_belief,It's on the shelf.,Are you sure? I thought it,,
Bare anaphoric (It's in Y),7,bottle,counter,fridge,false_belief,It's on the counter.,I'll check the fridge first. LEAVE.,fridge,0
Bare anaphoric (It's in Y),8,bowl,table,counter,false_belief,It's on the table.,"I thought it was on the counter, but",,
Bare anaphoric (It's in Y),9,broom,closet,corner,false_belief,It's in the closet.,"I thought it was in the corner, but I",,
Bare anaphoric (It's in Y),10,brush,drawer,counter,false_belief,It's right there on the drawer.,"Okay, I will check the drawer then. LEAVE",drawer,1
Bare anaphoric (It's in Y),11,bulb,box,shelf,false_belief,It's on the box.,I'll check the box then. LEAVE,box,1
Bare anaphoric (It's in Y),12,cable,desk,floor underneath,false_belief,It's right here on the desk.,I thought it was on the floor,,
Bare anaphoric (It's in Y),13,camera,shelf,bag,false_belief,It's on the shelf.,Are you sure? I thought it was,,
Bare anaphoric (It's in Y),14,candle,mantle,side table,false_belief,It's on the mantle.,"I thought it was on the table, but I'll trust you and check the mantle. LEAVE",mantle,1
Bare anaphoric (It's in Y),15,chain,hook,box,false_belief,It's on the hook.,"I thought it was on the box,",,
Bare anaphoric (It's in Y),16,chalk,box,chalk tray,false_belief,It's in the box.,Are you sure? I thought I saw it in the tray.,,
Bare anaphoric (It's in Y),17,charger,desk,bed,false_belief,It's on the desk.,"I thought it was on the bed, but I'll",,
Bare anaphoric (It's in Y),18,clip,desk,paper tray,false_belief,It's on the desk.,I'll check the desk then. LEAVE.,desk,1
Bare anaphoric (It's in Y),19,clipboard,desk,shelf,false_belief,It's on the desk.,Are you sure? I thought it was on the,,
Bare anaphoric (It's in Y),20,cloth,basket,drying rack,false_belief,It's right there on the basket.,"Are you sure? I thought it was on the rack, but I'll check the basket. LEAVE",basket,1
Bare anaphoric (It's in Y),21,coin,pocket,jar,false_belief,It's in the coat pocket.,Are you sure? I really thought it was in the jar.,,
Bare anaphoric (It's in Y),22,comb,drawer,shelf,false_belief,It's on the drawer.,I'll check the drawer then. LEAVE,drawer,1
Bare anaphoric (It's in Y),23,cord,basket,desk,false_belief,It's on the basket.,"Okay, I'll check the basket then. LEAVE",basket,1
Bare anaphoric (It's in Y),24,cup,shelf,table,false_belief,It's on the shelf.,"Okay, I'll look on",,
Bare anaphoric (It's in Y),25,dice,table,cup,false_belief,It's on the table.,,,
Bare anaphoric (It's in Y),26,drill,bench,tool case,false_belief,It's on the workbench.,"I thought it was on the case, but I'll check the workbench. LEAVE",bench,1
Bare anaphoric (It's in Y),27,fan,shelf,floor,false_belief,It's on the shelf.,I'll check the floor. LEAVE,floor,0
Bare anaphoric (It's in Y),28,film,shelf,drawer,false_belief,It's on the shelf.,Are you sure? I really thought it was in the drawer.,,
Bare anaphoric (It's in Y),29,flag,pole,storage box,false_belief,It's on the pole.,"I thought it was on the box, but",,
Bare anaphoric (It's in Y),30,flashlight,drawer,shelf,false_belief,It's on the drawer.,"I thought it was on the shelf, but I'll",,
Bare anaphoric (It's in Y),31,flask,locker,desk,false_belief,It's on the locker.,"Thanks, I'll check the locker then.",locker,1
Bare anaphoric (It's in Y),32,fork,counter,drawer,false_belief,It's on the counter.,"I thought it was in the drawer, but I'",,
Bare anaphoric (It's in Y),33,frame,wall,desk,false_belief,It's right there on the wall.,Are you sure? I really thought it,,
Bare anaphoric (It's in Y),34,glasses,shelf,counter,false_belief,It's right there on the shelf.,"I thought they were on the counter, but I'll",,
Bare anaphoric (It's in Y),35,globe,shelf,desk,false_belief,It's on the shelf.,"I thought it was on the desk, but I'll",,
Bare anaphoric (It's in Y),36,glove,bench,coat pocket,false_belief,It's right over there on the bench.,"I thought it was in the pocket, but I will",,
Bare anaphoric (It's in Y),37,hammer,floor,shelf,false_belief,It's on the floor.,"I thought it was on the shelf, but I'll check the floor.",floor,1
Bare anaphoric (It's in Y),38,hat,hook,chair,false_belief,It's on the hook.,Are you sure? I thought it was on the chair.,,
Bare anaphoric (It's in Y),39,jacket,hook,chair,false_belief,It's hanging on the coat hook.,I'm pretty sure it's on the chair,,
Bare anaphoric (It's in Y),40,jar,counter,shelf,false_belief,It's on the counter.,"I thought it was on the shelf, but I'",,
Bare anaphoric (It's in Y),41,key,red box,blue box,false_belief,It's in the red box.,Are you sure? I really thought it was in the blue box.,,
Bare anaphoric (It's in Y),42,knob,box,shelf,false_belief,It's on the box.,I'll check the box then. LEAVE.,box,1
Bare anaphoric (It's in Y),43,lantern,truck,tent,false_belief,It's in the truck.,"I thought it was in the tent,",,
Bare anaphoric (It's in Y),44,lanyard,locker,desk,false_belief,It's over there on the locker.,"Okay, I'll check the locker then. LEAVE",locker,1
Bare anaphoric (It's in Y),45,leash,hook,table,false_belief,It's on the hook.,"I thought it was on the table, but I",,
Bare anaphoric (It's in Y),46,lens,bag,lens case,false_belief,It's in the bag.,Are you sure? I thought it was in the,,
Bare anaphoric (It's in Y),47,letter,mat,mailbox,false_belief,It's on the door mat.,Are you sure? I really thought it was on the,,
Bare anaphoric (It's in Y),48,lighter,pocket,drawer,false_belief,It's in the jacket pocket.,Are you sure? I thought it was in the drawer.,,
Bare anaphoric (It's in Y),49,lock,gate,shed,false_belief,It's on the gate.,I really think it's on the,,
Bare anaphoric (It's in Y),50,map,wall,table,false_belief,It's on the wall.,"Okay, I'll check the wall. LEAVE.",wall,1
Bare anaphoric (It's in Y),51,marker,tray,cup,false_belief,It's in the tray.,"I thought it was in the cup, but",,
Bare anaphoric (It's in Y),52,mask,drawer,hook,false_belief,It's on the drawer.,I'll check the drawer. LEAVE,drawer,1
Bare anaphoric (It's in Y),53,mat,shelf,floor,false_belief,It's on the shelf.,I'll check the shelf then. LEAVE.,shelf,1
Bare anaphoric (It's in Y),54,medal,box,shelf,false_belief,It's on the display box.,"I really thought it was on the shelf,",,
Bare anaphoric (It's in Y),55,mirror,shelf,wall,false_belief,It's on the shelf.,I'll check the shelf then. LEAVE.,shelf,1
Bare anaphoric (It's in Y),56,mug,rack,shelf,false_belief,It's on the drying rack.,"Okay, I'll check the drying rack. LEAVE.",rack,1
Bare anaphoric (It's in Y),57,needle,drawer,box,false_belief,It's in the drawer.,"I think it's in the box, so I",,
Bare anaphoric (It's in Y),58,net,shed,yard,false_belief,It's in the storage shed.,"I thought it was in the yard, but I'll check the storage shed. LEAVE",shed,1
Bare anaphoric (It's in Y),59,notebook,desk,backpack,false_belief,It's in the desk.,Are you sure? I really thought it was in the backpack.,,
Bare anaphoric (It's in Y),60,package,back porch,,false_belief,It's on the back porch.,"I thought it was at the front door, but",,
Bare anaphoric (It's in Y),61,pail,shed,porch,false_belief,It's on the shed.,"I thought it was on the porch, but I'll check the shed. LEAVE.",shed,1
Bare anaphoric (It's in Y),62,paint,shelf,workbench,false_belief,It's on the shelf.,"I thought it was on the bench, but I'll check the shelf. LEAVE",shelf,1
Bare anaphoric (It's in Y),63,pan,shelf,stove,false_belief,It's on the shelf.,I'll check the shelf. LEAVE,shelf,1
Bare anaphoric (It's in Y),64,patch,drawer,table,false_belief,It's on the drawer.,I'll check the drawer then. LEAVE.,drawer,1
Bare anaphoric (It's in Y),65,pen,tray,cup,false_belief,It's in the tray.,,,
Bare anaphoric (It's in Y),66,phone,table,couch,false_belief,It's on the table.,"Okay, I'll check the table then. LE",table,1
Bare anaphoric (It's in Y),67,photo,drawer,shelf,false_belief,It's in the drawer.,"I thought it was on the shelf, but I'll trust you and check the drawer. LEAVE.",drawer,1
Bare anaphoric (It's in Y),68,pillow,bed,couch,false_belief,It's on the bed.,"Okay, I'll check the bed then. LEAVE",bed,1
Bare anaphoric (It's in Y),69,plate,sink,table,false_belief,It's on the sink.,"Okay, I'll check the sink then. LEAVE",sink,1
Bare anaphoric (It's in Y),70,plug,floor,desk,false_belief,It's on the floor.,"Okay, I'll check the floor then. LEAVE",floor,1
Bare anaphoric (It's in Y),71,rake,shed,fence,false_belief,It's over by the shed.,I'll go check by the shed then. LEAVE,shed,1
Bare anaphoric (It's in Y),72,receipt,pocket,folder,false_belief,It's in the coat pocket.,"I thought it was in the folder, but I'",,
Bare anaphoric (It's in Y),73,remote,table,sofa cushion,false_belief,It's on the coffee table.,"I thought it was on the cushion, but I'",,
Bare anaphoric (It's in Y),74,ring,box,pouch,false_belief,It's in the small box.,Are you sure? I really thought it was in the,,
Bare anaphoric (It's in Y),75,rope,shed,car trunk,false_belief,It's in the shed.,"I thought it was in the trunk, but I",,
Bare anaphoric (It's in Y),76,scale,shelf,counter,false_belief,It's on the shelf.,"I really thought it was on the counter, but I",,
Bare anaphoric (It's in Y),77,scarf,closet,bench,false_belief,It's in the closet.,I'll check the closet then. LEAVE,closet,1
Bare anaphoric (It's in Y),78,scissors,desk,cabinet,false_belief,It's on the desk.,I'll check the desk then. LEAVE,desk,1
Bare anaphoric (It's in Y),79,seed,bag,pot,false_belief,It's in the bag.,"I think it's in the pot, actually. I'm going to check the pot. LEAVE.",pot,0
Bare anaphoric (It's in Y),80,shovel,yard,tool shed,false_belief,It's in the yard.,"Okay, I'll check the yard then. LEAVE",yard,1
Bare anaphoric (It's in Y),81,soap,ledge,shelf,false_belief,It's on the window ledge.,I'll check the window ledge then. LEAVE,ledge,1
Bare anaphoric (It's in Y),82,sponge,counter,sink,false_belief,It's on the counter.,"Okay, I will check the counter. LE",counter,1
Bare anaphoric (It's in Y),83,spoon,bowl,cup,false_belief,It's in the bowl.,I'll check the bowl. LEAVE,bowl,1
Bare anaphoric (It's in Y),84,stamp,drawer,tray,false_belief,It's in the drawer.,Are you sure? I really thought it was in the,,
Bare anaphoric (It's in Y),85,stapler,desk,drawer,false_belief,It's on the desk.,I'll check the desk then. LEAVE,desk,1
Bare anaphoric (It's in Y),86,stone,pot,window ledge,false_belief,It's on the pot.,I thought it was on the ledge,,
Bare anaphoric (It's in Y),87,strap,drawer,hook,false_belief,It's on the drawer.,I'll check the drawer then.,drawer,1
Bare anaphoric (It's in Y),88,tape,shelf,drawer,false_belief,It's on the shelf.,I'll check the shelf then. LEAVE,shelf,1
Bare anaphoric (It's in Y),89,ticket,pocket,bag,false_belief,It's in the coat pocket.,Are you sure? I really thought it was in the bag.,,
Bare anaphoric (It's in Y),90,towel,rack,laundry basket,false_belief,It's on the rack.,"I thought it was in the basket, but I'",,
Bare anaphoric (It's in Y),91,toy,bin,rug,false_belief,It's on the bin.,I'll check the bin then. LEAVE,bin,1
Bare anaphoric (It's in Y),92,tray,oven,counter,false_belief,It's right there on the oven.,I'll check the oven then. LEAVE,oven,1
Bare anaphoric (It's in Y),93,umbrella,hook,umbrella stand,false_belief,It's on the wall hook.,"Okay, I'll check the wall hook",hook,1
Bare anaphoric (It's in Y),94,vase,mantle,table,false_belief,It's on the mantle.,I'll check the mantle then. LEAVE,mantle,1
Bare anaphoric (It's in Y),95,wallet,drawer,desk,false_belief,It's in the drawer.,"I thought it was in the desk, but I",,
Bare anaphoric (It's in Y),96,watch,nightstand,dresser,false_belief,It's on the nightstand.,"I thought it was on the dresser, but I'll",,
Bare anaphoric (It's in Y),97,whisk,drawer,hook,false_belief,It's on the drawer.,"Okay, I'll check the drawer. LEAVE.",drawer,1
Bare anaphoric (It's in Y),98,wire,bench,drawer,false_belief,It's on the bench.,Are you sure? I really thought it was in the drawer,,
Bare anaphoric (It's in Y),99,wrench,toolbox,workbench,false_belief,It's on the toolbox.,"I thought it was on the bench, but I'll",,
Imperative (Check...),0,apron,drawer,hook,false_belief,Check the drawer.,"I thought it was on the hook, but I'",,
Imperative (Check...),1,badge,desk,hook by the door,false_belief,Check the desk.,"I still think it's on the hook,",,
Imperative (Check...),2,ball,garage,yard,false_belief,Check the garage.,I thought it was in the yard,,
Imperative (Check...),3,belt,chair,closet,false_belief,Check the chair.,"I thought it was in the closet, but I'll",,
Imperative (Check...),4,binder,desk,shelf,false_belief,Check the desk.,"I thought it was on the shelf, but I",,
Imperative (Check...),5,blanket,bed,chair,false_belief,Check the bed.,"I thought it was on the chair, so I'll check the chair. LEAVE.",chair,0
Imperative (Check...),6,book,shelf,bag,false_belief,Check the shelf.,I'll check the bag. LEAVE,bag,0
Imperative (Check...),7,bottle,counter,fridge,false_belief,Check the counter.,"I thought it was in the fridge, but I",,
Imperative (Check...),8,bowl,table,counter,false_belief,Check the table.,"Alright, I'll check the table. LEAVE",table,1
Imperative (Check...),9,broom,closet,corner,false_belief,Check the closet.,I'll check the closet. LEAVE,closet,1
Imperative (Check...),10,brush,drawer,counter,false_belief,Check the drawer.,"I thought it was on the counter, but I'll check the drawer. LEAVE.",drawer,1
Imperative (Check...),11,bulb,box,shelf,false_belief,Check the box.,I'll check the box. LEAVE,box,1
Imperative (Check...),12,cable,desk,floor underneath,false_belief,Check the desk.,,,
Imperative (Check...),13,camera,shelf,bag,false_belief,Check the shelf.,Are you sure? I was pretty sure it was,,
Imperative (Check...),14,candle,mantle,side table,false_belief,Check the mantle.,"I thought it was on the table, but I'",,
Imperative (Check...),15,chain,hook,box,false_belief,Check the hook.,"I think it's on the box, so I'll",,
Imperative (Check...),16,chalk,box,chalk tray,false_belief,Check the box.,,,
Imperative (Check...),17,charger,desk,bed,false_belief,Check the desk.,"Alright, I'll check the desk. LEAVE",desk,1
Imperative (Check...),18,clip,desk,paper tray,false_belief,Check the desk.,Are you sure? I thought it was on the tray.,,
Imperative (Check...),19,clipboard,desk,shelf,false_belief,Check the desk.,"Okay, I'll check the desk",desk,1
Imperative (Check...),20,cloth,basket,drying rack,false_belief,Check the basket.,"I thought it was on the rack,",,
Imperative (Check...),21,coin,pocket,jar,false_belief,Check the pocket.,"I think it's in the jar, so",,
Imperative (Check...),22,comb,drawer,shelf,false_belief,Check the drawer.,"I thought it was on the shelf, but I'll",,
Imperative (Check...),23,cord,basket,desk,false_belief,Check the basket.,"I thought it was on the desk, but I'",,
Imperative (Check...),24,cup,shelf,table,false_belief,Check the shelf.,,,
Imperative (Check...),25,dice,table,cup,false_belief,Check the table.,I'm going to check the cup. LEAVE.,cup,0
Imperative (Check...),26,drill,bench,tool case,false_belief,Check the bench.,"I thought it was on the case, but I'll check the bench. LEAVE",bench,1
Imperative (Check...),27,fan,shelf,floor,false_belief,Check the shelf.,"I thought it was on the floor, but I'll",,
Imperative (Check...),28,film,shelf,drawer,false_belief,Check the shelf.,Are you sure? I thought it was,,
Imperative (Check...),29,flag,pole,storage box,false_belief,Check the pole.,"I think it's on the box, so I",,
Imperative (Check...),30,flashlight,drawer,shelf,false_belief,Check the drawer.,Are you sure? I thought it was on,,
Imperative (Check...),31,flask,locker,desk,false_belief,Check the locker.,I'll check the desk first. LE,desk,0
Imperative (Check...),32,fork,counter,drawer,false_belief,Check the counter.,"I thought it was in the drawer, but I'",,
Imperative (Check...),33,frame,wall,desk,false_belief,Check the wall.,Are you sure? I thought it was on the,,
Imperative (Check...),34,glasses,shelf,counter,false_belief,Check the shelf.,I'll check the shelf then.,shelf,1
Imperative (Check...),35,globe,shelf,desk,false_belief,Check the shelf.,"I thought it was on the desk, but",,
Imperative (Check...),36,glove,bench,coat pocket,false_belief,Check the bench.,I really thought it was in the,,
Imperative (Check...),37,hammer,floor,shelf,false_belief,Check the floor.,I'll check the floor. LEAVE,floor,1
Imperative (Check...),38,hat,hook,chair,false_belief,Check the hook.,I'll check the chair. LEAVE,chair,0
Imperative (Check...),39,jacket,hook,chair,false_belief,Check the hook.,"Okay, I'll check the hook. LEAVE",hook,1
Imperative (Check...),40,jar,counter,shelf,false_belief,Check the counter.,I'll check the counter. LEAVE,counter,1
Imperative (Check...),41,key,red box,blue box,false_belief,Check the red box.,Are you sure? I thought it might be in the blue box.,,
Imperative (Check...),42,knob,box,shelf,false_belief,Check the box.,"I'm pretty sure it's on the shelf, so I'll look there. LEAVE.",shelf,0
Imperative (Check...),43,lantern,truck,tent,false_belief,Check the truck.,I'll check the truck. LEAVE.,truck,1
Imperative (Check...),44,lanyard,locker,desk,false_belief,Check the locker.,"I thought it was on the desk, but I'll",,
Imperative (Check...),45,leash,hook,table,false_belief,Check the hook.,"I thought it was on the table, but if you",,
Imperative (Check...),46,lens,bag,lens case,false_belief,Check the bag.,Are you sure it's in the bag? I really,,
Imperative (Check...),47,letter,mat,mailbox,false_belief,Check the mat.,,,
Imperative (Check...),48,lighter,pocket,drawer,false_belief,Check the pocket.,,,
Imperative (Check...),49,lock,gate,shed,false_belief,Check the gate.,Are you sure? I thought it was on the,,
Imperative (Check...),50,map,wall,table,false_belief,Check the wall.,Are you sure? I thought it was on the table.,,
Imperative (Check...),51,marker,tray,cup,false_belief,Check the tray.,I'm going to check the cup. LEAVE.,cup,0
Imperative (Check...),52,mask,drawer,hook,false_belief,Check the drawer.,I actually think it's on the hook,,
Imperative (Check...),53,mat,shelf,floor,false_belief,Check the shelf.,"Thanks, I'll check the shelf. LEAVE",shelf,1
Imperative (Check...),54,medal,box,shelf,false_belief,Check the box.,I'm going to check the shelf. LEAVE.,shelf,0
Imperative (Check...),55,mirror,shelf,wall,false_belief,Check the shelf.,"I thought it was on the wall, but I",,
Imperative (Check...),56,mug,rack,shelf,false_belief,Check the rack.,I'll check the rack. LEAVE,rack,1
Imperative (Check...),57,needle,drawer,box,false_belief,Check the drawer.,"Alright, I'll check the drawer. LEAVE.",drawer,1
Imperative (Check...),58,net,shed,yard,false_belief,Check the shed.,"I think it's in the yard, so I'll look there. LEAVE.",yard,0
Imperative (Check...),59,notebook,desk,backpack,false_belief,Check the desk.,"I think it's in the backpack, so I",,
Imperative (Check...),60,package,back porch,,false_belief,Check the back porch.,I'll check the back porch then. LEAVE.,,
Imperative (Check...),61,pail,shed,porch,false_belief,Check the shed.,I'll check the shed. LEAVE,shed,1
Imperative (Check...),62,paint,shelf,workbench,false_belief,Check the shelf.,Are you sure? I thought I left it on the bench.,,
Imperative (Check...),63,pan,shelf,stove,false_belief,Check the shelf.,"I really thought it was on the stove, but",,
Imperative (Check...),64,patch,drawer,table,false_belief,Check the drawer.,"I thought it was on the table, but I'",,
Imperative (Check...),65,pen,tray,cup,false_belief,Check the tray.,Are you sure? I thought it was in the cup,,
Imperative (Check...),66,phone,table,couch,false_belief,Check the table.,"I thought it was on the couch, but I'll",,
Imperative (Check...),67,photo,drawer,shelf,false_belief,Check the drawer.,Are you sure? I thought it was on,,
Imperative (Check...),68,pillow,bed,couch,false_belief,Check the bed.,"Okay, I'll check the bed. LEAVE",bed,1
Imperative (Check...),69,plate,sink,table,false_belief,Check the sink.,I'll check the sink then. LEAVE,sink,1
Imperative (Check...),70,plug,floor,desk,false_belief,Check the floor.,"I thought it was on the desk, but I'll",,
Imperative (Check...),71,rake,shed,fence,false_belief,Check the shed.,"I thought it was by the fence,",,
Imperative (Check...),72,receipt,pocket,folder,false_belief,Check the pocket.,I'll check the folder. LEAVE,folder,0
Imperative (Check...),73,remote,table,sofa cushion,false_belief,Check the table.,I'm pretty sure it's on,,
Imperative (Check...),74,ring,box,pouch,false_belief,Check the box.,I'm going to trust my gut and,,
Imperative (Check...),75,rope,shed,car trunk,false_belief,Check the shed.,Are you sure? I really thought it was in the trunk.,,
Imperative (Check...),76,scale,shelf,counter,false_belief,Check the shelf.,"I thought it was on the counter, so I'll check there. LEAVE",counter,0
Imperative (Check...),77,scarf,closet,bench,false_belief,Check the closet.,I'll check the bench first just in case. LEAVE,bench,0
