pattern,episode,belief,item,true_location,other_location,scenario,mia_opening,n_turns,dialogue,final_choice,correct
Your X is on/in Y,21,ignorance,coin,pocket,jar,Two people are in a room with a jar and a coat with a pocket. A coin has been placed in one of these two places.,Your coin is in the coat pocket.,2,"[[Turn 0] [Mia Sanders]: Your coin is in the coat pocket.
[[Turn 1] [Ava Thompson]: I'll check the coat pocket. LEAVE.",pocket,1
Your X is on/in Y,21,shared_truth,coin,pocket,jar,Two people are in a room with a jar and a coat with a pocket. A coin has been placed in one of these two places.,Your coin is in the coat pocket.,2,"[[Turn 0] [Mia Sanders]: Your coin is in the coat pocket.
[[Turn 1] [Ava Thompson]: I will look in the coat pocket. LEAVE",pocket,1
Your X is on/in Y,22,false_belief,comb,drawer,shelf,Two people are in a bathroom with a drawer and a shelf. A comb has been placed on one of these two places.,Your comb is on the drawer.,2,"[[Turn 0] [Mia Sanders]: Your comb is on the drawer.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the drawer. LEAVE",drawer,1
Your X is on/in Y,22,ignorance,comb,drawer,shelf,Two people are in a bathroom with a drawer and a shelf. A comb has been placed on one of these two places.,Your comb is on the drawer.,2,"[[Turn 0] [Mia Sanders]: Your comb is on the drawer.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the drawer. LEAVE.",drawer,1
Your X is on/in Y,22,shared_truth,comb,drawer,shelf,Two people are in a bathroom with a drawer and a shelf. A comb has been placed on one of these two places.,Your comb is on the drawer.,2,"[[Turn 0] [Mia Sanders]: Your comb is on the drawer.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the drawer. LEAVE",drawer,1
Your X is on/in Y,23,false_belief,cord,basket,desk,Two people are in a room with a desk and a basket. A power cord has been left on one of these two places.,Your cord is on the basket.,2,"[[Turn 0] [Mia Sanders]: Your cord is on the basket.
[[Turn 1] [Ava Thompson]: I'll look in the basket then. LEAVE",basket,1
Your X is on/in Y,23,ignorance,cord,basket,desk,Two people are in a room with a desk and a basket. A power cord has been left on one of these two places.,Your cord is on the basket.,2,"[[Turn 0] [Mia Sanders]: Your cord is on the basket.
[[Turn 1] [Ava Thompson]: I will check the basket. LEAVE",basket,1
Your X is on/in Y,23,shared_truth,cord,basket,desk,Two people are in a room with a desk and a basket. A power cord has been left on one of these two places.,Your cord is on the basket.,2,"[[Turn 0] [Mia Sanders]: Your cord is on the basket.
[[Turn 1] [Ava Thompson]: I'll check the basket. LEAVE.",basket,1
Your X is on/in Y,24,false_belief,cup,shelf,table,Two people are in a break room with a shelf and a table. A cup has been placed on one of these two places.,Your cup is on the shelf.,2,"[[Turn 0] [Mia Sanders]: Your cup is on the shelf.
[[Turn 1] [Ava Thompson]: Thanks, I thought it was on the table, but I'll check the shelf. LEAVE.",shelf,1
Your X is on/in Y,24,ignorance,cup,shelf,table,Two people are in a break room with a shelf and a table. A cup has been placed on one of these two places.,Your cup is on the shelf.,2,"[[Turn 0] [Mia Sanders]: Your cup is on the shelf.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the shelf. LEAVE",shelf,1
Your X is on/in Y,24,shared_truth,cup,shelf,table,Two people are in a break room with a shelf and a table. A cup has been placed on one of these two places.,Your cup is on the shelf.,2,"[[Turn 0] [Mia Sanders]: Your cup is on the shelf.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the shelf. LEAVE",shelf,1
Your X is on/in Y,25,false_belief,dice,table,cup,Two people are in a game room with a cup and a table. A pair of dice has been placed on one of these two places.,Your dice is on the table.,2,"[[Turn 0] [Mia Sanders]: Your dice is on the table.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the table. LEAVE",table,1
Your X is on/in Y,25,ignorance,dice,table,cup,Two people are in a game room with a cup and a table. A pair of dice has been placed on one of these two places.,Your dice is on the table.,2,"[[Turn 0] [Mia Sanders]: Your dice is on the table.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the table. LEAVE.",table,1
Your X is on/in Y,25,shared_truth,dice,table,cup,Two people are in a game room with a cup and a table. A pair of dice has been placed on one of these two places.,Your dice is on the table.,2,"[[Turn 0] [Mia Sanders]: Your dice is on the table.
[[Turn 1] [Ava Thompson]: I'll check the table. LEAVE.",table,1
Your X is on/in Y,26,false_belief,drill,bench,tool case,Two people are in a workshop with a workbench and a tool case. A drill has been placed on one of these two places.,Your drill is on the workbench.,2,"[[Turn 0] [Mia Sanders]: Your drill is on the workbench.
[[Turn 1] [Ava Thompson]: I thought it was on the tool case, but I'll check the workbench. LEAVE",bench,1
Your X is on/in Y,26,ignorance,drill,bench,tool case,Two people are in a workshop with a workbench and a tool case. A drill has been placed on one of these two places.,Your drill is on the workbench.,2,"[[Turn 0] [Mia Sanders]: Your drill is on the workbench.
[[Turn 1] [Ava Thompson]: Got it, I'll look on the workbench. LEAVE",bench,1
Your X is on/in Y,26,shared_truth,drill,bench,tool case,Two people are in a workshop with a workbench and a tool case. A drill has been placed on one of these two places.,Your drill is on the workbench.,2,"[[Turn 0] [Mia Sanders]: Your drill is on the workbench.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the workbench. LEAVE.",bench,1
Your X is on/in Y,27,false_belief,fan,shelf,floor,Two people are in a storage room with a shelf and the floor. A fan has been placed on one of these two places.,Your fan is on the shelf.,2,"[[Turn 0] [Mia Sanders]: Your fan is on the shelf.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the shelf. LEAVE",shelf,1
Your X is on/in Y,27,ignorance,fan,shelf,floor,Two people are in a storage room with a shelf and the floor. A fan has been placed on one of these two places.,Your fan is on the shelf.,2,"[[Turn 0] [Mia Sanders]: Your fan is on the shelf.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the shelf. LEAVE.",shelf,1
Your X is on/in Y,27,shared_truth,fan,shelf,floor,Two people are in a storage room with a shelf and the floor. A fan has been placed on one of these two places.,Your fan is on the shelf.,2,"[[Turn 0] [Mia Sanders]: Your fan is on the shelf.
[[Turn 1] [Ava Thompson]: Thank you, I'll look on the shelf. LEAVE.",shelf,1
Your X is on/in Y,28,false_belief,film,shelf,drawer,Two people are in a darkroom with a shelf and a drawer. A roll of film has been placed on one of these two places.,Your film is on the shelf.,4,"[[Turn 0] [Mia Sanders]: Your film is on the shelf.
[[Turn 1] [Ava Thompson]: Are you sure? I was pretty sure I left it in the drawer.
[[Turn 2] [Mia Sanders]: I'm positive. Check the shelf.
[[Turn 3] [Ava Thompson]: Okay, I'll check the shelf then. LEAVE.",shelf,1
Your X is on/in Y,28,ignorance,film,shelf,drawer,Two people are in a darkroom with a shelf and a drawer. A roll of film has been placed on one of these two places.,Your film is on the shelf.,2,"[[Turn 0] [Mia Sanders]: Your film is on the shelf.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the shelf then. LEAVE",shelf,1
Your X is on/in Y,28,shared_truth,film,shelf,drawer,Two people are in a darkroom with a shelf and a drawer. A roll of film has been placed on one of these two places.,Your film is on the shelf.,2,"[[Turn 0] [Mia Sanders]: Your film is on the shelf.
[[Turn 1] [Ava Thompson]: I'll check the shelf then. LEAVE",shelf,1
Your X is on/in Y,29,false_belief,flag,pole,storage box,Two people are at a field with a flag pole and a storage box. A flag has been placed at one of these two places.,Your flag is on the pole.,4,"[[Turn 0] [Mia Sanders]: Your flag is on the pole.
[[Turn 1] [Ava Thompson]: Are you sure? I was pretty sure it was on the box.
[[Turn 2] [Mia Sanders]: I am sure. It is on the pole, not the box.
[[Turn 3] [Ava Thompson]: Okay, I will trust you and check the pole. LEAVE.",pole,1
Your X is on/in Y,29,ignorance,flag,pole,storage box,Two people are at a field with a flag pole and a storage box. A flag has been placed at one of these two places.,Your flag is on the pole.,2,"[[Turn 0] [Mia Sanders]: Your flag is on the pole.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the flag pole. LEAVE.",pole,1
Your X is on/in Y,29,shared_truth,flag,pole,storage box,Two people are at a field with a flag pole and a storage box. A flag has been placed at one of these two places.,Your flag is on the pole.,2,"[[Turn 0] [Mia Sanders]: Your flag is on the pole.
[[Turn 1] [Ava Thompson]: Thanks, I will check the pole. LEAVE.",pole,1
Your X is on/in Y,2,false_belief,ball,garage,yard,Two people are at a house with a yard and a garage. A ball has been left in one of these two places.,Your ball is in the garage.,2,"[[Turn 0] [Mia Sanders]: Your ball is in the garage.
[[Turn 1] [Ava Thompson]: I'll check the garage then. LEAVE",garage,1
Your X is on/in Y,2,ignorance,ball,garage,yard,Two people are at a house with a yard and a garage. A ball has been left in one of these two places.,Your ball is in the garage.,2,"[[Turn 0] [Mia Sanders]: Your ball is in the garage.
[[Turn 1] [Ava Thompson]: I'll check the garage then. LEAVE",garage,1
Your X is on/in Y,2,shared_truth,ball,garage,yard,Two people are at a house with a yard and a garage. A ball has been left in one of these two places.,Your ball is in the garage.,2,"[[Turn 0] [Mia Sanders]: Your ball is in the garage.
[[Turn 1] [Ava Thompson]: Thanks, I will check the garage. LEAVE.",garage,1
Your X is on/in Y,30,false_belief,flashlight,drawer,shelf,Two people are in a garage with a drawer and a shelf. A flashlight has been placed on one of these two places.,Your flashlight is on the drawer.,2,"[[Turn 0] [Mia Sanders]: Your flashlight is on the drawer.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the drawer. LEAVE.",drawer,1
Your X is on/in Y,30,ignorance,flashlight,drawer,shelf,Two people are in a garage with a drawer and a shelf. A flashlight has been placed on one of these two places.,Your flashlight is on the drawer.,2,"[[Turn 0] [Mia Sanders]: Your flashlight is on the drawer.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the drawer. LEAVE",drawer,1
Your X is on/in Y,30,shared_truth,flashlight,drawer,shelf,Two people are in a garage with a drawer and a shelf. A flashlight has been placed on one of these two places.,Your flashlight is on the drawer.,2,"[[Turn 0] [Mia Sanders]: Your flashlight is on the drawer.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the drawer. LEAVE",drawer,1
Your X is on/in Y,31,false_belief,flask,locker,desk,Two people are in a lab with a desk and a locker. A flask has been placed on one of these two places.,Your flask is on the locker.,2,"[[Turn 0] [Mia Sanders]: Your flask is on the locker.
[[Turn 1] [Ava Thompson]: I thought it was on the desk, but I'll trust you and check the locker. LEAVE",locker,1
Your X is on/in Y,31,ignorance,flask,locker,desk,Two people are in a lab with a desk and a locker. A flask has been placed on one of these two places.,Your flask is on the locker.,2,"[[Turn 0] [Mia Sanders]: Your flask is on the locker.
[[Turn 1] [Ava Thompson]: Thank you, I will check the locker. LEAVE",locker,1
Your X is on/in Y,31,shared_truth,flask,locker,desk,Two people are in a lab with a desk and a locker. A flask has been placed on one of these two places.,Your flask is on the locker.,2,"[[Turn 0] [Mia Sanders]: Your flask is on the locker.
[[Turn 1] [Ava Thompson]: I'll check the locker then. LEAVE",locker,1
Your X is on/in Y,32,false_belief,fork,counter,drawer,Two people are in a kitchen with a drawer and a counter. A fork has been left on one of these two places.,Your fork is on the counter.,2,"[[Turn 0] [Mia Sanders]: Your fork is on the counter.
[[Turn 1] [Ava Thompson]: Are you sure? I thought it was in the drawer, but I'll check the counter. LEAVE.",counter,1
Your X is on/in Y,32,ignorance,fork,counter,drawer,Two people are in a kitchen with a drawer and a counter. A fork has been left on one of these two places.,Your fork is on the counter.,2,"[[Turn 0] [Mia Sanders]: Your fork is on the counter.
[[Turn 1] [Ava Thompson]: I'll check the counter. LEAVE.",counter,1
Your X is on/in Y,32,shared_truth,fork,counter,drawer,Two people are in a kitchen with a drawer and a counter. A fork has been left on one of these two places.,Your fork is on the counter.,2,"[[Turn 0] [Mia Sanders]: Your fork is on the counter.
[[Turn 1] [Ava Thompson]: Thanks, I will look on the counter. LEAVE",counter,1
Your X is on/in Y,33,false_belief,frame,wall,desk,Two people are in a room with a wall and a desk. A picture frame has been placed on one of these two places.,Your frame is right there on the wall.,4,"[[Turn 0] [Mia Sanders]: Your frame is right there on the wall.
[[Turn 1] [Ava Thompson]: Really? I could have sworn I left it on the desk. Are you sure it's on the wall?
[[Turn 2] [Mia Sanders]: Yes, I'm positive. Just look at the wall.
[[Turn 3] [Ava Thompson]: Alright, I'll trust you and check the wall. LEAVE.",wall,1
Your X is on/in Y,33,ignorance,frame,wall,desk,Two people are in a room with a wall and a desk. A picture frame has been placed on one of these two places.,Your frame is right there on the wall.,2,"[[Turn 0] [Mia Sanders]: Your frame is right there on the wall.
[[Turn 1] [Ava Thompson]: I will look on the wall. LEAVE",wall,1
Your X is on/in Y,33,shared_truth,frame,wall,desk,Two people are in a room with a wall and a desk. A picture frame has been placed on one of these two places.,Your frame is right there on the wall.,2,"[[Turn 0] [Mia Sanders]: Your frame is right there on the wall.
[[Turn 1] [Ava Thompson]: Thanks, I will check the wall. LEAVE",wall,1
Your X is on/in Y,34,false_belief,glasses,shelf,counter,Two people are in a kitchen with a counter and a shelf. A pair of glasses has been left on one of these two places.,Your glasses is right there on the shelf.,2,"[[Turn 0] [Mia Sanders]: Your glasses is right there on the shelf.
[[Turn 1] [Ava Thompson]: I thought they were on the counter, but I will check the shelf. LEAVE",shelf,1
Your X is on/in Y,34,ignorance,glasses,shelf,counter,Two people are in a kitchen with a counter and a shelf. A pair of glasses has been left on one of these two places.,Your glasses is right there on the shelf.,2,"[[Turn 0] [Mia Sanders]: Your glasses is right there on the shelf.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the shelf. LEAVE.",shelf,1
Your X is on/in Y,34,shared_truth,glasses,shelf,counter,Two people are in a kitchen with a counter and a shelf. A pair of glasses has been left on one of these two places.,Your glasses is right there on the shelf.,2,"[[Turn 0] [Mia Sanders]: Your glasses is right there on the shelf.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the shelf. LEAVE.",shelf,1
Your X is on/in Y,35,false_belief,globe,shelf,desk,Two people are in a study with a desk and a shelf. A globe has been placed on one of these two places.,Your globe is on the shelf.,2,"[[Turn 0] [Mia Sanders]: Your globe is on the shelf.
[[Turn 1] [Ava Thompson]: Thanks, but I'm pretty sure I left it on the desk, so I'll check there. LEAVE.",desk,0
Your X is on/in Y,35,ignorance,globe,shelf,desk,Two people are in a study with a desk and a shelf. A globe has been placed on one of these two places.,Your globe is on the shelf.,2,"[[Turn 0] [Mia Sanders]: Your globe is on the shelf.
[[Turn 1] [Ava Thompson]: I will check the shelf then. LEAVE",shelf,1
Your X is on/in Y,35,shared_truth,globe,shelf,desk,Two people are in a study with a desk and a shelf. A globe has been placed on one of these two places.,Your globe is on the shelf.,2,"[[Turn 0] [Mia Sanders]: Your globe is on the shelf.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the shelf. LEAVE",shelf,1
Your X is on/in Y,36,false_belief,glove,bench,coat pocket,Two people are at a park with a bench and a coat pocket. A glove has been left on one of these two places.,Your glove is right over there on the bench.,2,"[[Turn 0] [Mia Sanders]: Your glove is right over there on the bench.
[[Turn 1] [Ava Thompson]: Are you sure? I thought I left it in the coat pocket, so I'm going to check the pocket. LEAVE.",coat pocket,0
Your X is on/in Y,36,ignorance,glove,bench,coat pocket,Two people are at a park with a bench and a coat pocket. A glove has been left on one of these two places.,Your glove is right over there on the bench.,2,"[[Turn 0] [Mia Sanders]: Your glove is right over there on the bench.
[[Turn 1] [Ava Thompson]: I will check the bench then. LEAVE.",bench,1
Your X is on/in Y,36,shared_truth,glove,bench,coat pocket,Two people are at a park with a bench and a coat pocket. A glove has been left on one of these two places.,Your glove is right over there on the bench.,2,"[[Turn 0] [Mia Sanders]: Your glove is right over there on the bench.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the bench. LEAVE",bench,1
Your X is on/in Y,37,false_belief,hammer,floor,shelf,Two people are in a shed with a shelf and the floor. A hammer has been left on one of these two places.,Your hammer is on the floor.,2,"[[Turn 0] [Mia Sanders]: Your hammer is on the floor.
[[Turn 1] [Ava Thompson]: I'll check the floor then. LEAVE",floor,1
Your X is on/in Y,37,ignorance,hammer,floor,shelf,Two people are in a shed with a shelf and the floor. A hammer has been left on one of these two places.,Your hammer is on the floor.,2,"[[Turn 0] [Mia Sanders]: Your hammer is on the floor.
[[Turn 1] [Ava Thompson]: Thanks, I will check the floor. LEAVE.",floor,1
Your X is on/in Y,37,shared_truth,hammer,floor,shelf,Two people are in a shed with a shelf and the floor. A hammer has been left on one of these two places.,Your hammer is on the floor.,2,"[[Turn 0] [Mia Sanders]: Your hammer is on the floor.
[[Turn 1] [Ava Thompson]: Thanks, I will look on the floor. LEAVE",floor,1
Your X is on/in Y,38,false_belief,hat,hook,chair,Two people are in a hallway with a hook and a chair. A hat has been left on one of these two places.,Your hat is on the hook.,2,"[[Turn 0] [Mia Sanders]: Your hat is on the hook.
[[Turn 1] [Ava Thompson]: I thought I left it on the chair, but if you say so, I'll check the hook. LEAVE",hook,1
Your X is on/in Y,38,ignorance,hat,hook,chair,Two people are in a hallway with a hook and a chair. A hat has been left on one of these two places.,Your hat is on the hook.,2,"[[Turn 0] [Mia Sanders]: Your hat is on the hook.
[[Turn 1] [Ava Thompson]: I'll check the hook. LEAVE.",hook,1
Your X is on/in Y,38,shared_truth,hat,hook,chair,Two people are in a hallway with a hook and a chair. A hat has been left on one of these two places.,Your hat is on the hook.,2,"[[Turn 0] [Mia Sanders]: Your hat is on the hook.
[[Turn 1] [Ava Thompson]: Thank you, I will check the hook. LEAVE",hook,1
Your X is on/in Y,39,false_belief,jacket,hook,chair,Two people are in an office with a coat hook and a chair. A jacket has been left on one of these two places.,Your jacket is hanging on the coat hook.,2,"[[Turn 0] [Mia Sanders]: Your jacket is hanging on the coat hook.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the coat hook. LEAVE",hook,1
Your X is on/in Y,39,ignorance,jacket,hook,chair,Two people are in an office with a coat hook and a chair. A jacket has been left on one of these two places.,Your jacket is hanging on the coat hook.,2,"[[Turn 0] [Mia Sanders]: Your jacket is hanging on the coat hook.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the coat hook. LEAVE",hook,1
Your X is on/in Y,39,shared_truth,jacket,hook,chair,Two people are in an office with a coat hook and a chair. A jacket has been left on one of these two places.,Your jacket is hanging on the coat hook.,2,"[[Turn 0] [Mia Sanders]: Your jacket is hanging on the coat hook.
[[Turn 1] [Ava Thompson]: Thanks, I'll grab it from the coat hook. LEAVE",hook,1
Your X is on/in Y,3,false_belief,belt,chair,closet,Two people are in a bedroom with a closet and a chair. A belt has been left on one of these two places.,Your belt is on the chair.,2,"[[Turn 0] [Mia Sanders]: Your belt is on the chair.
[[Turn 1] [Ava Thompson]: I'll check the chair then. LEAVE",chair,1
Your X is on/in Y,3,ignorance,belt,chair,closet,Two people are in a bedroom with a closet and a chair. A belt has been left on one of these two places.,Your belt is on the chair.,2,"[[Turn 0] [Mia Sanders]: Your belt is on the chair.
[[Turn 1] [Ava Thompson]: I'll check the chair then. LEAVE.",chair,1
Your X is on/in Y,3,shared_truth,belt,chair,closet,Two people are in a bedroom with a closet and a chair. A belt has been left on one of these two places.,Your belt is on the chair.,2,"[[Turn 0] [Mia Sanders]: Your belt is on the chair.
[[Turn 1] [Ava Thompson]: Thanks, I'll look on the chair. LEAVE",chair,1
Your X is on/in Y,40,false_belief,jar,counter,shelf,Two people are in a pantry with a shelf and a counter. A jar has been placed on one of these two places.,Your jar is on the counter.,2,"[[Turn 0] [Mia Sanders]: Your jar is on the counter.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the counter. LEAVE",counter,1
Your X is on/in Y,40,ignorance,jar,counter,shelf,Two people are in a pantry with a shelf and a counter. A jar has been placed on one of these two places.,Your jar is on the counter.,2,"[[Turn 0] [Mia Sanders]: Your jar is on the counter.
[[Turn 1] [Ava Thompson]: I'll check the counter. LEAVE.",counter,1
Your X is on/in Y,40,shared_truth,jar,counter,shelf,Two people are in a pantry with a shelf and a counter. A jar has been placed on one of these two places.,Your jar is on the counter.,2,"[[Turn 0] [Mia Sanders]: Your jar is on the counter.
[[Turn 1] [Ava Thompson]: I'll check the counter. LEAVE.",counter,1
Your X is on/in Y,41,false_belief,key,red box,blue box,Two people are in a room with a red box and a blue box. A key has been placed in one of the boxes.,Your key is in the red box.,2,"[[Turn 0] [Mia Sanders]: Your key is in the red box.
[[Turn 1] [Ava Thompson]: I believe it's in the blue box, so I'm going to check the blue box. LEAVE.",blue box,0
Your X is on/in Y,41,ignorance,key,red box,blue box,Two people are in a room with a red box and a blue box. A key has been placed in one of the boxes.,Your key is in the red box.,2,"[[Turn 0] [Mia Sanders]: Your key is in the red box.
[[Turn 1] [Ava Thompson]: I'll check the red box then. LEAVE.",red box,1
Your X is on/in Y,41,shared_truth,key,red box,blue box,Two people are in a room with a red box and a blue box. A key has been placed in one of the boxes.,Your key is in the red box.,4,"[[Turn 0] [Mia Sanders]: Your key is in the red box.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the red box
[[Turn 2] [Mia Sanders]: You're welcome.
[[Turn 3] [Ava Thompson]: I am choosing the red box. LEAVE",red box,1
Your X is on/in Y,42,false_belief,knob,box,shelf,Two people are in a hardware store with a box and a shelf. A door knob has been placed on one of these two places.,Your knob is on the box.,2,"[[Turn 0] [Mia Sanders]: Your knob is on the box.
[[Turn 1] [Ava Thompson]: Thanks, I thought it was on the shelf, but I'll check the box. LEAVE",box,1
Your X is on/in Y,42,ignorance,knob,box,shelf,Two people are in a hardware store with a box and a shelf. A door knob has been placed on one of these two places.,Your knob is on the box.,2,"[[Turn 0] [Mia Sanders]: Your knob is on the box.
[[Turn 1] [Ava Thompson]: I'll check the box then. LEAVE",box,1
Your X is on/in Y,42,shared_truth,knob,box,shelf,Two people are in a hardware store with a box and a shelf. A door knob has been placed on one of these two places.,Your knob is on the box.,2,"[[Turn 0] [Mia Sanders]: Your knob is on the box.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the box. LEAVE",box,1
Your X is on/in Y,43,false_belief,lantern,truck,tent,Two people are at a campsite with a tent and a truck. A lantern has been left in one of these two places.,Your lantern is in the truck.,2,"[[Turn 0] [Mia Sanders]: Your lantern is in the truck.
[[Turn 1] [Ava Thompson]: Okay, I'll check the truck. LEAVE",truck,1
Your X is on/in Y,43,ignorance,lantern,truck,tent,Two people are at a campsite with a tent and a truck. A lantern has been left in one of these two places.,Your lantern is in the truck.,2,"[[Turn 0] [Mia Sanders]: Your lantern is in the truck.
[[Turn 1] [Ava Thompson]: Thanks, I'll go check the truck. LEAVE",truck,1
Your X is on/in Y,43,shared_truth,lantern,truck,tent,Two people are at a campsite with a tent and a truck. A lantern has been left in one of these two places.,Your lantern is in the truck.,2,"[[Turn 0] [Mia Sanders]: Your lantern is in the truck.
[[Turn 1] [Ava Thompson]: I'll go check the truck then. LEAVE",truck,1
Your X is on/in Y,44,false_belief,lanyard,locker,desk,Two people are in a staff room with a locker and a desk. A lanyard has been left on one of these two places.,Your lanyard is over there on the locker.,2,"[[Turn 0] [Mia Sanders]: Your lanyard is over there on the locker.
[[Turn 1] [Ava Thompson]: Really? I thought I left it on the desk, but I'll check the locker. LEAVE.",locker,1
Your X is on/in Y,44,ignorance,lanyard,locker,desk,Two people are in a staff room with a locker and a desk. A lanyard has been left on one of these two places.,Your lanyard is over there on the locker.,2,"[[Turn 0] [Mia Sanders]: Your lanyard is over there on the locker.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the locker. LEAVE",locker,1
Your X is on/in Y,44,shared_truth,lanyard,locker,desk,Two people are in a staff room with a locker and a desk. A lanyard has been left on one of these two places.,Your lanyard is over there on the locker.,2,"[[Turn 0] [Mia Sanders]: Your lanyard is over there on the locker.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the locker. LEAVE.",locker,1
Your X is on/in Y,45,false_belief,leash,hook,table,Two people are in a hallway with a hook and a table. A leash has been left on one of these two places.,Your leash is on the hook.,2,"[[Turn 0] [Mia Sanders]: Your leash is on the hook.
[[Turn 1] [Ava Thompson]: I thought it was on the table, but I'll check the hook. LEAVE",hook,1
Your X is on/in Y,45,ignorance,leash,hook,table,Two people are in a hallway with a hook and a table. A leash has been left on one of these two places.,Your leash is on the hook.,2,"[[Turn 0] [Mia Sanders]: Your leash is on the hook.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the hook. LEAVE",hook,1
Your X is on/in Y,45,shared_truth,leash,hook,table,Two people are in a hallway with a hook and a table. A leash has been left on one of these two places.,Your leash is on the hook.,2,"[[Turn 0] [Mia Sanders]: Your leash is on the hook.
[[Turn 1] [Ava Thompson]: Thanks! I'll look on the hook. LEAVE.",hook,1
Your X is on/in Y,46,false_belief,lens,bag,lens case,Two people are in a studio with a camera bag and a lens case. A lens has been placed in one of these two places.,Your lens is in the bag.,2,"[[Turn 0] [Mia Sanders]: Your lens is in the bag.
[[Turn 1] [Ava Thompson]: Are you sure? I really thought it was in the case, so I'm going to check the case. LEAVE",lens case,0
Your X is on/in Y,46,ignorance,lens,bag,lens case,Two people are in a studio with a camera bag and a lens case. A lens has been placed in one of these two places.,Your lens is in the bag.,2,"[[Turn 0] [Mia Sanders]: Your lens is in the bag.
[[Turn 1] [Ava Thompson]: I'll check the camera bag then. LEAVE",bag,1
Your X is on/in Y,46,shared_truth,lens,bag,lens case,Two people are in a studio with a camera bag and a lens case. A lens has been placed in one of these two places.,Your lens is in the bag.,2,"[[Turn 0] [Mia Sanders]: Your lens is in the bag.
[[Turn 1] [Ava Thompson]: I'll check the bag then. LEAVE",bag,1
Your X is on/in Y,47,false_belief,letter,mat,mailbox,Two people are at a house with a mailbox and a door mat. A letter has been left at one of these two places.,Your letter is on the door mat.,2,"[[Turn 0] [Mia Sanders]: Your letter is on the door mat.
[[Turn 1] [Ava Thompson]: I thought it was in the mailbox, but I'll check the door mat. LEAVE.",mat,1
Your X is on/in Y,47,ignorance,letter,mat,mailbox,Two people are at a house with a mailbox and a door mat. A letter has been left at one of these two places.,Your letter is on the door mat.,2,"[[Turn 0] [Mia Sanders]: Your letter is on the door mat.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the door mat. LEAVE.",mat,1
Your X is on/in Y,47,shared_truth,letter,mat,mailbox,Two people are at a house with a mailbox and a door mat. A letter has been left at one of these two places.,Your letter is on the door mat.,2,"[[Turn 0] [Mia Sanders]: Your letter is on the door mat.
[[Turn 1] [Ava Thompson]: I'll check the door mat. LEAVE",mat,1
Your X is on/in Y,48,false_belief,lighter,pocket,drawer,Two people are in a room with a drawer and a jacket pocket. A lighter has been placed in one of these two places.,Your lighter is in the jacket pocket.,2,"[[Turn 0] [Mia Sanders]: Your lighter is in the jacket pocket.
[[Turn 1] [Ava Thompson]: Are you sure? I thought it was in the drawer, but I'll check the jacket pocket. LEAVE",pocket,1
Your X is on/in Y,48,ignorance,lighter,pocket,drawer,Two people are in a room with a drawer and a jacket pocket. A lighter has been placed in one of these two places.,Your lighter is in the jacket pocket.,2,"[[Turn 0] [Mia Sanders]: Your lighter is in the jacket pocket.
[[Turn 1] [Ava Thompson]: I'll check the jacket pocket then. LEAVE",pocket,1
Your X is on/in Y,48,shared_truth,lighter,pocket,drawer,Two people are in a room with a drawer and a jacket pocket. A lighter has been placed in one of these two places.,Your lighter is in the jacket pocket.,2,"[[Turn 0] [Mia Sanders]: Your lighter is in the jacket pocket.
[[Turn 1] [Ava Thompson]: I'll check the jacket pocket. LEAVE",pocket,1
Your X is on/in Y,49,false_belief,lock,gate,shed,Two people are at a property with a gate and a shed. A padlock has been left on one of these two places.,Your lock is on the gate.,2,"[[Turn 0] [Mia Sanders]: Your lock is on the gate.
[[Turn 1] [Ava Thompson]: Thanks, I'll go check the gate. LEAVE",gate,1
Your X is on/in Y,49,ignorance,lock,gate,shed,Two people are at a property with a gate and a shed. A padlock has been left on one of these two places.,Your lock is on the gate.,2,"[[Turn 0] [Mia Sanders]: Your lock is on the gate.
[[Turn 1] [Ava Thompson]: Got it, I'll check the gate. LEAVE",gate,1
